date,open,high,low,close,volume,vwap
09/01/2013 18:18:58.662,1640.25,1642.0,1639.0,1641.25,21730.0,1640.6674873446848
09/01/2013 21:42:07.395,1641.25,1643.5,1639.75,1640.75,21730.0,1641.8287390704095
09/02/2013 02:05:27.936,1640.75,1644.5,1640.5,1644.5,21723.0,1643.1598421028402
09/02/2013 03:02:44.999,1644.5,1646.0,1642.75,1645.0,21731.0,1644.5607542220791
09/02/2013 04:34:37.195,1645.0,1647.25,1644.25,1645.5,21739.0,1646.0119485716914
09/02/2013 06:40:19.881,1645.5,1648.0,1645.25,1648.0,21708.0,1646.6736341440944
09/02/2013 08:10:23.554,1648.0,1648.5,1646.0,1646.75,21755.0,1647.471339921857
09/02/2013 09:48:27.305,1646.75,1647.75,1645.25,1647.25,21731.0,1646.3882357001519
09/02/2013 18:48:15.057,1647.25,1648.5,1645.25,1645.5,21731.0,1647.3781579310662
09/02/2013 23:35:02.956,1645.5,1648.25,1645.25,1647.75,21726.0,1647.0939772622664
09/03/2013 02:12:27.686,1647.75,1649.0,1646.25,1647.5,21736.0,1647.808439915348
09/03/2013 03:10:19.354,1647.5,1648.5,1646.5,1648.25,21728.0,1647.581726343888
09/03/2013 03:54:29.548,1648.25,1648.5,1643.5,1643.5,21732.0,1646.3015369041045
09/03/2013 04:00:25.251,1643.5,1644.5,1642.5,1642.75,21718.0,1643.278306013445
09/03/2013 04:11:09.476,1642.75,1646.75,1642.25,1644.0,21738.0,1644.3383130922807
09/03/2013 04:52:41.170,1643.75,1645.5,1642.25,1643.0,21738.0,1643.993352654338
09/03/2013 06:15:44.662,1643.0,1647.0,1642.75,1645.75,21728.0,1645.345119201031
09/03/2013 06:57:13.311,1645.75,1647.0,1642.5,1644.5,21731.0,1644.4548110993512
09/03/2013 07:39:06.094,1644.5,1646.25,1643.5,1646.25,21730.0,1644.7911527841693
09/03/2013 08:19:31.042,1646.25,1647.0,1645.5,1646.0,21732.0,1646.23479201178
09/03/2013 08:30:08.958,1646.0,1647.0,1645.5,1646.75,21715.0,1646.3275961317063
09/03/2013 08:31:25.288,1646.75,1648.75,1646.25,1648.75,21748.0,1647.7738297774508
09/03/2013 08:32:09.620,1648.75,1649.25,1647.5,1648.0,21718.0,1648.3817685790589
09/03/2013 08:34:00.667,1648.0,1649.5,1647.75,1649.5,21747.0,1648.6212006253736
09/03/2013 08:35:31.609,1649.5,1649.5,1647.75,1649.25,21703.0,1648.698474865226
09/03/2013 08:37:38.378,1649.25,1650.0,1648.5,1649.0,21739.0,1649.2370394222364
09/03/2013 08:40:26.636,1649.0,1649.75,1648.25,1649.5,21729.0,1648.9055179713746
09/03/2013 08:43:26.950,1649.5,1649.75,1647.5,1648.0,21737.0,1648.269793439757
09/03/2013 08:47:33.976,1647.75,1648.5,1647.25,1647.5,21747.0,1647.7133167793259
09/03/2013 08:51:54.168,1647.5,1648.0,1646.75,1647.0,21714.0,1647.349474993092
09/03/2013 08:56:05.933,1647.0,1648.0,1646.25,1647.5,21748.0,1646.9306947765313
09/03/2013 09:01:15.298,1647.5,1648.0,1645.25,1645.25,21727.0,1646.6886937911354
09/03/2013 09:03:20.314,1645.25,1646.25,1644.25,1645.5,21719.0,1645.2883420046965
09/03/2013 09:06:36.966,1645.5,1647.5,1645.25,1647.25,21738.0,1646.487050326617
09/03/2013 09:10:32.166,1647.25,1648.0,1645.5,1647.75,21739.0,1646.6594484566908
09/03/2013 09:13:39.691,1647.75,1648.75,1647.0,1648.25,21732.0,1647.8921176145775
09/03/2013 09:17:44.123,1648.0,1648.25,1645.5,1646.25,21731.0,1646.7546592425567
09/03/2013 09:22:05.036,1646.25,1646.25,1644.0,1644.75,21730.0,1645.0528762080073
09/03/2013 09:26:48.571,1644.75,1645.75,1643.75,1645.5,21729.0,1644.5518776749966
09/03/2013 09:31:37.917,1645.5,1645.75,1644.5,1645.25,21734.0,1645.1038004969173
09/03/2013 09:37:13.278,1645.5,1646.5,1645.25,1646.25,21731.0,1646.0335925636189
09/03/2013 09:45:50.988,1646.25,1647.5,1646.0,1647.25,21710.0,1646.5271994472594
09/03/2013 09:51:06.358,1647.25,1647.75,1646.25,1646.25,21752.0,1647.0035169179846
09/03/2013 09:57:34.157,1646.25,1646.25,1644.75,1645.25,21727.0,1645.5324365996225
09/03/2013 10:02:37.679,1645.25,1646.25,1644.5,1646.0,21735.0,1645.3540257648954
09/03/2013 10:13:53.905,1646.0,1646.75,1644.75,1646.75,21728.0,1645.749275128866
09/03/2013 10:19:13.255,1646.75,1646.75,1644.0,1644.25,21731.0,1645.1187013943215
09/03/2013 10:20:54.933,1644.25,1644.5,1642.5,1643.0,21734.0,1643.2728328885617
09/03/2013 10:23:26.087,1643.0,1643.25,1641.25,1641.5,21697.0,1642.2058233857215
09/03/2013 10:24:37.090,1641.5,1641.5,1640.0,1640.5,21764.0,1640.6520630398825
09/03/2013 10:27:17.351,1640.5,1641.5,1639.75,1639.75,21699.0,1640.7594013549012
09/03/2013 10:28:58.873,1639.75,1640.25,1638.5,1639.5,21762.0,1639.265887786049
09/03/2013 10:30:41.100,1639.5,1639.5,1637.25,1637.5,21727.0,1638.1614350807752
09/03/2013 10:33:04.925,1637.5,1639.5,1637.25,1639.0,21737.0,1638.7558540736993
09/03/2013 10:36:47.893,1639.0,1639.5,1638.25,1638.25,21729.0,1638.8727852179115
09/03/2013 10:40:43.140,1638.25,1639.5,1637.5,1639.5,21729.0,1638.4636775737495
09/03/2013 10:45:49.535,1639.5,1640.0,1637.5,1638.25,21732.0,1638.7404863795325
09/03/2013 10:49:06.871,1638.25,1638.25,1636.25,1637.75,21722.0,1637.0692500690543
09/03/2013 10:55:25.479,1637.75,1639.25,1637.5,1638.25,21668.0,1638.3681465755953
09/03/2013 11:00:59.659,1638.25,1638.5,1637.25,1638.0,21795.0,1637.7912135810966
09/03/2013 11:07:22.032,1638.0,1639.25,1637.25,1638.5,21738.0,1638.111279786549
09/03/2013 11:15:41.638,1638.5,1639.5,1637.75,1638.0,21724.0,1638.8213611673725
09/03/2013 11:22:49.051,1638.0,1638.0,1636.25,1637.25,21739.0,1637.0146740880446
09/03/2013 11:30:00.448,1637.25,1638.25,1636.75,1637.5,21730.0,1637.613276576162
09/03/2013 11:38:38.048,1637.5,1638.25,1636.5,1637.5,21730.0,1637.4522549470778
09/03/2013 11:45:26.836,1637.5,1637.75,1635.5,1636.0,21736.0,1636.484564777328
09/03/2013 11:47:37.089,1636.0,1636.5,1634.25,1634.5,21726.0,1635.1239183466814
09/03/2013 11:52:40.512,1634.5,1635.25,1633.75,1635.25,21730.0,1634.5475839852738
09/03/2013 12:00:32.137,1635.25,1635.25,1633.0,1633.0,21701.0,1634.3256877563247
09/03/2013 12:04:56.707,1633.0,1633.5,1632.0,1632.25,21766.0,1632.900016080125
09/03/2013 12:10:46.893,1632.25,1634.75,1632.0,1634.5,21732.0,1633.3039066813915
09/03/2013 12:17:11.602,1634.5,1635.5,1633.75,1634.0,21711.0,1634.7410414075814
09/03/2013 12:23:07.067,1634.0,1634.25,1632.25,1633.0,21750.0,1633.1030574712643
09/03/2013 12:33:52.566,1633.0,1635.0,1633.0,1634.5,21725.0,1634.1439010356733
09/03/2013 12:46:38.193,1634.5,1635.5,1633.0,1633.0,21727.0,1634.6509297187831
09/03/2013 12:51:10.011,1633.0,1633.25,1631.5,1633.0,21740.0,1632.5819342226312
09/03/2013 12:59:37.776,1633.0,1633.75,1631.75,1631.75,21733.0,1633.01780702158
09/03/2013 13:07:29.914,1631.75,1634.25,1631.5,1633.5,21731.0,1633.2690971423312
09/03/2013 13:15:06.360,1633.5,1635.5,1633.0,1635.25,21727.0,1634.655842960372
09/03/2013 13:23:09.236,1635.25,1635.25,1631.75,1632.25,21725.0,1633.7813808975834
09/03/2013 13:28:50.787,1632.25,1633.25,1631.25,1631.75,21741.0,1632.4849132974564
09/03/2013 13:33:18.927,1631.75,1634.5,1631.5,1634.25,21731.0,1633.6057475495836
09/03/2013 13:39:54.115,1634.25,1634.75,1632.5,1633.5,21724.0,1633.5168362180077
09/03/2013 13:47:21.716,1633.5,1633.75,1631.5,1632.25,21718.0,1632.6201883230501
09/03/2013 13:52:22.773,1632.25,1633.75,1630.75,1632.5,21749.0,1632.2750011494782
09/03/2013 13:56:54.306,1632.5,1634.75,1632.25,1634.25,21733.0,1633.6425827083237
09/03/2013 14:03:36.406,1634.25,1635.25,1634.0,1635.0,21715.0,1634.704731752245
09/03/2013 14:06:04.556,1635.0,1637.0,1635.0,1636.75,21739.0,1636.1462808776853
09/03/2013 14:08:18.187,1636.75,1638.25,1636.5,1638.0,21735.0,1637.2771681619508
09/03/2013 14:12:03.662,1638.0,1638.5,1637.25,1637.5,21733.0,1637.9867022500346
09/03/2013 14:16:44.709,1637.5,1639.0,1637.25,1638.25,21729.0,1638.2145749919462
09/03/2013 14:23:43.282,1638.25,1638.5,1637.0,1637.0,21735.0,1637.7250287554634
09/03/2013 14:30:43.220,1637.0,1638.0,1636.5,1637.75,21723.0,1636.8796667127008
09/03/2013 14:37:57.189,1637.75,1638.25,1636.75,1637.75,21730.0,1637.5917165209387
09/03/2013 14:43:14.788,1637.75,1638.5,1637.0,1638.25,21709.0,1637.9196301073287
09/03/2013 14:47:03.937,1638.25,1639.5,1638.0,1638.5,21706.0,1638.738044780245
09/03/2013 14:49:01.825,1638.5,1638.5,1635.5,1635.5,21786.0,1636.9994377122923
09/03/2013 14:54:05.578,1635.5,1636.75,1635.0,1636.25,21732.0,1635.9315295416898
09/03/2013 14:57:21.011,1636.25,1637.25,1636.0,1636.25,21731.0,1636.438037826147
09/03/2013 14:59:38.790,1636.25,1636.75,1635.5,1636.25,21729.0,1636.2795572736895
09/03/2013 15:00:00.006,1636.25,1638.0,1636.0,1638.0,21732.0,1637.2844883121663
09/03/2013 15:00:36.247,1638.0,1638.0,1637.0,1637.5,21684.0,1637.5056493266925
09/03/2013 15:03:02.459,1637.75,1638.75,1637.0,1637.75,21779.0,1637.927579319528
09/03/2013 15:09:12.931,1638.0,1639.25,1637.5,1639.0,21730.0,1638.0912103083294
09/03/2013 15:14:53.458,1639.0,1640.0,1637.5,1640.0,21731.0,1638.5075698311168
09/03/2013 19:20:11.435,1640.0,1640.0,1636.0,1638.0,21732.0,1638.0050961715442
09/04/2013 00:52:09.381,1638.0,1642.25,1637.0,1642.25,21730.0,1639.6188909341925
09/04/2013 02:23:15.227,1642.0,1642.25,1636.75,1637.0,21732.0,1639.4637286029817
09/04/2013 03:33:13.906,1637.0,1639.25,1636.25,1636.25,21730.0,1637.6939714680166
09/04/2013 04:48:24.231,1636.25,1639.25,1636.0,1637.5,21718.0,1637.6446726217885
09/04/2013 06:08:46.206,1637.5,1639.25,1636.25,1639.0,21507.0,1637.813339842842
09/04/2013 07:27:43.395,1638.75,1640.0,1637.0,1637.5,21967.0,1638.2634519961762
09/04/2013 07:49:20.776,1637.5,1638.0,1635.0,1635.75,21733.0,1636.3905696406387
09/04/2013 08:22:03.189,1635.75,1638.5,1635.5,1638.0,21731.0,1637.3481547098615
09/04/2013 08:31:13.845,1638.0,1638.75,1637.25,1638.5,21731.0,1637.9389926832635
09/04/2013 08:34:31.925,1638.5,1639.5,1637.75,1637.75,21731.0,1638.8963232248861
09/04/2013 08:36:39.646,1637.75,1638.25,1635.25,1635.75,21729.0,1636.561231533895
09/04/2013 08:40:12.093,1635.75,1637.5,1635.75,1637.25,21726.0,1636.6132974316488
09/04/2013 08:42:42.292,1637.25,1640.0,1637.25,1639.5,21737.0,1638.773531306068
09/04/2013 08:45:41.043,1639.5,1641.25,1638.75,1641.0,21731.0,1640.0490313377204
09/04/2013 08:48:58.753,1641.0,1641.75,1640.5,1641.0,21709.0,1641.1943088120136
09/04/2013 08:51:54.932,1641.0,1643.0,1640.75,1642.5,21744.0,1642.1693685614423
09/04/2013 08:55:38.038,1642.5,1643.75,1642.25,1643.25,21741.0,1643.0894278092085
09/04/2013 09:01:18.584,1643.25,1644.25,1642.25,1644.0,21731.0,1643.1835396438269
09/04/2013 09:06:51.023,1644.0,1644.75,1643.75,1644.5,21708.0,1644.1511654689516
09/04/2013 09:08:45.381,1644.5,1645.5,1644.5,1645.25,21655.0,1644.933606557377
09/04/2013 09:12:09.356,1645.25,1646.25,1644.5,1646.25,21825.0,1645.4193585337914
