date,open,high,low,close,volume,vwap
2013-09-01 17:01:00,1640.25,1641.0,1639.0,1639.75,3940,1639.9850888324872
2013-09-01 17:02:00,1640.0,1640.5,1639.5,1640.0,1105,1639.9366515837105
2013-09-01 17:03:00,1639.75,1640.75,1639.5,1640.5,467,1640.0529978586724
2013-09-01 17:04:00,1640.5,1640.5,1640.25,1640.25,301,1640.3995016611295
2013-09-01 17:05:00,1640.0,1640.75,1640.0,1640.75,359,1640.357938718663
2013-09-01 17:06:00,1640.75,1641.0,1640.25,1640.25,288,1640.6215277777778
2013-09-01 17:07:00,1640.5,1640.5,1640.0,1640.25,232,1640.2586206896551
2013-09-01 17:08:00,1640.25,1640.5,1640.25,1640.25,20,1640.3
2013-09-01 17:09:00,1640.5,1640.5,1640.25,1640.5,382,1640.467277486911
2013-09-01 17:10:00,1640.5,1642.0,1640.25,1641.5,1281,1641.0749414519905
2013-09-01 17:11:00,1641.5,1641.75,1640.25,1640.75,997,1640.7163991975929
2013-09-01 17:12:00,1640.75,1641.0,1640.25,1640.25,749,1640.5834445927903
2013-09-01 17:13:00,1640.25,1640.75,1640.25,1640.5,231,1640.5800865800866
2013-09-01 17:14:00,1640.5,1640.75,1640.25,1640.5,259,1640.565637065637
2013-09-01 17:15:00,1640.25,1640.5,1640.0,1640.25,182,1640.2486263736264
2013-09-01 17:16:00,1640.25,1640.5,1640.0,1640.0,32,1640.3203125
2013-09-01 17:17:00,1640.0,1640.25,1639.5,1640.0,418,1639.9425837320575
2013-09-01 17:18:00,1639.75,1640.5,1639.75,1640.5,526,1640.1592205323193
2013-09-01 17:19:00,1640.5,1640.75,1640.5,1640.75,122,1640.5512295081967
2013-09-01 17:20:00,1640.75,1640.75,1639.75,1640.25,493,1640.228701825558
2013-09-01 17:21:00,1640.0,1640.0,1640.0,1640.0,6,1640.0
2013-09-01 17:22:00,1640.25,1640.75,1640.0,1640.75,537,1640.3333333333333
2013-09-01 17:23:00,1640.5,1641.25,1640.5,1641.0,306,1641.046568627451
2013-09-01 17:24:00,1640.75,1641.0,1640.5,1640.5,170,1640.6882352941177
2013-09-01 17:25:00,1640.5,1640.5,1640.25,1640.25,86,1640.4651162790697
2013-09-01 17:26:00,1640.25,1640.5,1640.25,1640.25,16,1640.375
2013-09-01 17:27:00,1640.25,1640.5,1640.25,1640.25,52,1640.2596153846155
2013-09-01 17:28:00,1640.25,1640.25,1639.75,1640.0,354,1640.0395480225989
2013-09-01 17:29:00,1640.0,1641.0,1640.0,1640.25,649,1640.371340523883
2013-09-01 17:30:00,1640.5,1640.5,1640.5,1640.5,29,1640.5
2013-09-01 17:31:00,1640.25,1640.5,1640.25,1640.5,3,1640.3333333333333
2013-09-01 17:32:00,1640.25,1640.25,1640.0,1640.25,47,1640.2340425531916
2013-09-01 17:33:00,1640.25,1640.75,1640.25,1640.75,72,1640.576388888889
2013-09-01 17:34:00,1640.5,1642.0,1640.5,1641.5,650,1641.4065384615385
2013-09-01 17:35:00,1641.25,1642.0,1641.25,1641.75,628,1641.8021496815286
2013-09-01 17:36:00,1641.5,1641.75,1641.25,1641.5,302,1641.4453642384105
2013-09-01 17:37:00,1641.5,1641.75,1641.5,1641.75,125,1641.658
2013-09-01 17:38:00,1641.75,1642.0,1641.5,1641.75,259,1641.842664092664
2013-09-01 17:39:00,1641.5,1641.5,1641.25,1641.25,65,1641.4923076923078
2013-09-01 17:40:00,1641.5,1641.5,1640.5,1640.75,150,1641.0566666666666
2013-09-01 17:41:00,1640.75,1641.25,1640.75,1641.25,562,1641.2095195729537
2013-09-01 17:42:00,1641.5,1641.75,1641.5,1641.75,73,1641.5479452054794
2013-09-01 17:43:00,1641.5,1641.5,1641.25,1641.25,125,1641.36
2013-09-01 17:44:00,1641.25,1641.5,1641.25,1641.25,214,1641.2558411214952
2013-09-01 17:45:00,1641.25,1641.5,1641.25,1641.5,610,1641.3155737704917
2013-09-01 17:46:00,1641.75,1642.0,1641.75,1641.75,92,1641.7989130434783
2013-09-01 17:47:00,1641.75,1642.0,1641.75,1641.75,104,1641.923076923077
2013-09-01 17:48:00,1642.0,1642.0,1641.5,1641.5,297,1641.9082491582492
2013-09-01 17:49:00,1641.75,1641.75,1641.5,1641.75,177,1641.7019774011299
2013-09-01 17:50:00,1641.5,1641.75,1641.5,1641.5,56,1641.5044642857142
2013-09-01 17:51:00,1641.5,1641.5,1641.25,1641.25,68,1641.3860294117646
2013-09-01 17:52:00,1641.25,1641.5,1641.25,1641.25,8,1641.375
2013-09-01 17:53:00,1641.25,1641.5,1641.0,1641.25,89,1641.25
2013-09-01 17:54:00,1641.25,1641.5,1641.25,1641.25,28,1641.4464285714287
2013-09-01 17:55:00,1641.25,1641.25,1641.25,1641.25,2,1641.25
2013-09-01 17:56:00,1641.25,1641.5,1641.25,1641.5,54,1641.4444444444443
2013-09-01 17:57:00,1641.5,1641.75,1641.5,1641.75,97,1641.729381443299
2013-09-01 17:58:00,1641.75,1642.0,1641.75,1641.75,55,1641.790909090909
2013-09-01 17:59:00,1641.75,1642.0,1641.75,1641.75,187,1641.8489304812833
2013-09-01 18:00:00,1641.75,1641.75,1641.75,1641.75,4,1641.75
2013-09-01 18:01:00,1641.5,1641.75,1641.5,1641.75,22,1641.5227272727273
2013-09-01 18:02:00,1641.75,1641.75,1641.5,1641.5,74,1641.5236486486488
2013-09-01 18:03:00,,,,,0,
2013-09-01 18:04:00,1641.5,1641.75,1641.5,1641.75,7,1641.6785714285713
2013-09-01 18:05:00,1641.5,1641.5,1641.25,1641.25,43,1641.4941860465117
2013-09-01 18:06:00,1641.5,1641.5,1641.0,1641.0,493,1641.2068965517242
2013-09-01 18:07:00,1641.0,1641.0,1640.75,1641.0,142,1640.994718309859
2013-09-01 18:08:00,1641.0,1641.75,1641.0,1641.75,208,1641.389423076923
2013-09-01 18:09:00,1641.5,1641.5,1641.25,1641.25,115,1641.4
2013-09-01 18:10:00,1641.0,1641.0,1641.0,1641.0,12,1641.0
2013-09-01 18:11:00,1641.0,1641.0,1640.75,1640.75,116,1640.9310344827586
2013-09-01 18:12:00,1641.0,1641.0,1641.0,1641.0,1,1641.0
2013-09-01 18:13:00,1641.0,1641.0,1640.5,1641.0,378,1640.760582010582
2013-09-01 18:14:00,,,,,0,
2013-09-01 18:15:00,1641.0,1641.0,1640.75,1640.75,43,1640.796511627907
2013-09-01 18:16:00,1640.75,1640.75,1640.75,1640.75,43,1640.75
2013-09-01 18:17:00,1640.75,1640.75,1640.5,1640.5,6,1640.7083333333333
2013-09-01 18:18:00,1640.5,1641.0,1640.5,1641.0,57,1640.8201754385964
2013-09-01 18:19:00,1640.75,1641.25,1640.75,1641.25,373,1641.1045576407507
2013-09-01 18:20:00,1641.0,1641.25,1641.0,1641.0,16,1641.015625
2013-09-01 18:21:00,1641.25,1641.25,1641.0,1641.0,38,1641.046052631579
2013-09-01 18:22:00,1641.0,1641.0,1640.75,1641.0,14,1640.982142857143
