date,open,high,low,close,volume,vwap
09/01/2013 18:18:58.662,1640.25,1642.0,1639.0,1641.25,21722.0,1640.667272810975
09/01/2013 21:42:07.388,1641.25,1643.5,1639.75,1640.75,21706.0,1641.8301160969318
09/02/2013 02:05:25.233,1640.75,1644.5,1640.5,1644.5,21652.0,1643.1499053205246
09/02/2013 03:01:56.174,1644.5,1646.0,1642.75,1645.0,21709.0,1644.55685430006
09/02/2013 04:32:44.340,1645.0,1647.25,1644.25,1645.5,21646.0,1646.0122539961194
09/02/2013 06:40:19.881,1645.5,1648.0,1645.25,1648.0,21595.0,1646.641548969669
09/02/2013 08:06:34.076,1648.0,1648.5,1646.0,1646.5,21644.0,1647.4932544816115
09/02/2013 09:47:06.346,1646.75,1647.75,1645.25,1647.5,21688.0,1646.3715072851346
09/02/2013 18:20:34.569,1647.5,1648.5,1645.25,1646.0,21622.0,1647.4189367311071
09/02/2013 23:27:36.674,1646.0,1648.25,1645.25,1647.75,21648.0,1647.0434335735404
09/03/2013 02:11:44.322,1647.75,1649.0,1646.25,1647.0,21629.0,1647.826390494244
09/03/2013 03:06:27.897,1647.0,1648.5,1646.5,1648.0,21632.0,1647.5457655325445
09/03/2013 03:54:22.638,1648.0,1648.5,1643.5,1643.75,21639.0,1646.4989948703728
09/03/2013 04:00:00.611,1643.75,1644.5,1642.5,1643.25,21629.0,1643.3132252993666
09/03/2013 04:09:53.061,1643.25,1646.75,1642.25,1643.5,21717.0,1644.297612469494
09/03/2013 04:48:07.423,1643.5,1645.5,1642.25,1644.0,21699.0,1643.9781556753767
09/03/2013 06:05:01.276,1644.0,1647.0,1642.75,1645.25,21644.0,1645.2755729070411
09/03/2013 06:53:53.799,1645.25,1647.0,1642.5,1644.0,21590.0,1644.5123668364984
09/03/2013 07:37:17.167,1644.0,1646.25,1643.5,1646.0,21732.0,1644.6925156451316
09/03/2013 08:16:14.497,1646.0,1647.0,1645.5,1646.0,21685.0,1646.2294904311736
09/03/2013 08:30:04.921,1646.0,1647.0,1645.5,1647.0,21590.0,1646.2749536822603
09/03/2013 08:31:19.100,1647.0,1648.75,1646.25,1648.75,21689.0,1647.6357831158653
09/03/2013 08:32:04.887,1648.75,1649.25,1647.75,1647.75,21604.0,1648.457588872431
09/03/2013 08:33:54.061,1647.75,1649.0,1647.5,1649.0,21618.0,1648.5068461467297
09/03/2013 08:35:17.772,1649.0,1649.5,1647.75,1649.5,21583.0,1648.6860723717741
09/03/2013 08:37:17.395,1649.5,1650.0,1648.5,1648.75,21655.0,1649.2896559685985
09/03/2013 08:40:20.229,1648.75,1649.75,1648.25,1649.5,21617.0,1648.828734329463
09/03/2013 08:43:12.435,1649.5,1649.75,1647.5,1648.25,21618.0,1648.4148394856138
09/03/2013 08:47:04.711,1648.25,1648.5,1647.25,1647.5,21631.0,1647.7854814849059
09/03/2013 08:51:21.780,1647.5,1648.0,1646.75,1647.5,21632.0,1647.3713248890533
09/03/2013 08:55:36.984,1647.5,1647.75,1646.25,1647.5,21642.0,1646.877633767674
